scorer,,,20221107,20221107,20221107,20221107,20221107,20221107,20221107,20221107,20221107,20221107,20221107,20221107,20221107,20221107,20221107,20221107
bodyparts,,,Ear_left,Ear_left,Ear_right,Ear_right,Nose,Nose,Center,Center,Lateral_left,Lateral_left,Lateral_right,Lateral_right,Tail_base,Tail_base,Tail_end,Tail_end
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,ch01_20170328165446-defishr-defishr,img002750.png,741.0105856943933,68.51065673932192,845.7705959248631,69.32909431924747,772.111213731564,34.95471596237451,808.122467248288,185.54723066867484,735.2815226349145,192.0947313080792,873.5974736423316,194.5500440478558,817.9437182073946,324.6816192560174,820.3990309471711,470.3635084827645
labeled-data,ch01_20170328165446-defishr-defishr,img014096.png,802.3934041888092,40.68377902185341,876.0527863821083,25.133465003268043,,,870.3237233226293,147.0806644121742,795.0274659694793,143.80691409247208,924.3406035977155,151.17285231180193,803.2118417687348,300.94692943817665,816.3068430475435,423.71256642700837
labeled-data,ch01_20170328165446-defishr-defishr,img027161.png,78.89458353462746,160.99410327090845,129.63771349001124,114.34316121515246,,,233.57928614055547,244.47473642331403,183.6545937650972,272.3016141407826,285.14085367586483,210.10035806644117,312.1492938134078,396.7041262894654,324.4258575122909,508.83007473926506
labeled-data,ch01_20170328165446-defishr-defishr,img034724.png,858.8655972036718,332.8659950552729,931.7065418170453,359.8744351928159,924.3406035977152,328.77380715564516,840.0415328653843,413.89131546790185,783.5693398505216,372.9694364716246,881.7818494415869,453.176319304328,743.46589843417,494.09819830060525,,
labeled-data,ch01_20170328165446-defishr-defishr,img041601.png,224.57647276137445,102.06659751626921,276.1380402966838,68.51065673932192,196.74959504390594,39.86534144192785,346.52367217028063,157.72035295120628,308.87554349370555,199.4606695274091,381.71648810707916,133.9856631333655,448.82836966097375,267.3909886612293,515.9402512148685,352.508496973486
labeled-data,ch01_20170328165446-defishr-defishr,img073574.png,181.19928102532057,84.06097075790728,227.03178550115106,43.13909176162997,173.83334280599067,43.95752934155553,321.1521071925888,156.08347779135522,268.7721020773539,185.54723066867484,361.25554860894044,122.52753701440781,393.17461422603674,319.7709937764642,407.90649066469655,406.52537724857194
labeled-data,ch01_20170328165446-defishr-defishr,img085264.png,853.9549717241184,21.859714683565812,921.8852908579388,57.87096820028978,,,846.5890335047886,136.44097587314218,785.2062150103727,95.51909687686486,893.2399755605447,169.17847907016392,720.5496461962547,256.7513001221972,641.9796385234024,318.1341186166131
labeled-data,ch01_20170328165446-defishr-defishr,img093515.png,321.1521071925888,65.23690641961969,334.2471084713975,13.67533888431035,262.22460143794956,40.68377902185341,436.5518059620906,89.79003381738607,401.3589900252922,124.16441217425893,457.83118304015477,52.96034272073655,554.4068174713691,183.09191792889823,664.0774531813921,228.10598482480316
labeled-data,ch01_20170328165446-defishr-defishr,img099704.png,777.0218392111173,51.32346756088543,850.6812214044164,25.133465003268043,879.3265367018105,151.9912898917275,806.4855920884369,176.54441728949382,934.1618545568219,142.17003893262097,867.0499730029271,296.03630395862336,905.5165392594279,399.9778766091676,,
labeled-data,ch01_20170328165446-defishr-defishr,img102454.png,535.5827531330815,22.67815226349137,555.2252550512947,61.96315609991757,598.6024467873485,57.05253062036422,465.1971212594847,97.15597203671598,421.8199295234308,58.68940578021534,489.75024865725106,129.07503765381227,411.18024098439867,217.46629628577108,529.8536900736027,254.2959873824206
labeled-data,ch01_20170328165446-defishr-defishr,img111393.png,816.3068430475435,83.24253317798173,876.0527863821083,40.68377902185341,783.5693398505216,52.96034272073655,897.3321634601723,154.4466026315041,849.0443462445651,165.90472875046174,947.2568558356306,153.6281650515785,848.2259086646397,309.9497428173576,863.7762226832251,417.165065787604
labeled-data,ch01_20170509100000-defishr,img00223.png,671.6997044871298,94.50707675557965,748.9685434326154,93.38723850999293,703.0551753635586,66.51112061591101,695.2163076444515,174.01559219223884,631.3855276460067,168.41640096430513,752.3280581693757,190.8131658760401,653.7822925577418,292.7184462244342,780.3240143090443,409.1816237654561
labeled-data,ch01_20170509100000-defishr,img05234.png,843.0349560619022,126.98238587759545,923.6633097441481,130.3419006143556,851.9936620265962,86.66820903647238,843.0349560619022,246.8050781553775,787.0430437825648,219.92896026129552,867.6713974648108,280.40022552298,720.9725872929466,336.3921378023174,497.0049381755969,256.88362236565825
labeled-data,ch01_20170509100000-defishr,img07218.png,738.8899992223346,139.3006065790496,778.0843378178708,195.2925188583871,822.8778676413408,152.73866552609059,656.0219690489153,250.16459289213776,612.3482774710319,215.44960727894852,695.2163076444515,271.441519558286,635.8648806283538,369.9872851699199,843.0349560619022,461.81402130803326
labeled-data,ch01_20170509100000-defishr,img07708.png,784.8033672913914,121.38319464966162,835.1960883427951,165.05688622754485,865.4317209736371,124.7427093864219,789.2827202737383,224.4083132436425,732.1709697488141,237.8463721906835,840.7952795707288,224.4083132436425,809.4398086942997,330.7929465743837,816.1588381678202,517.8059335873708
labeled-data,ch01_20170509100000-defishr,img08408.png,840.7952795707288,506.6075511315032,820.6381911501674,548.0415662182129,860.9523679912902,545.8018897270395,723.2122637841201,457.33466832568627,740.0098374679214,410.3014620110429,694.0964693988647,489.809977447702,620.1871451901393,358.78890271405237,682.8980869429972,197.53219534956054
labeled-data,ch01_20170509100000-defishr,img10912.png,146.4955673069445,171.77591570106534,218.16521502449643,151.61882728050387,175.61136169219998,112.42448868496763,231.60327397153742,262.482813593592,178.97087642896025,285.9994167509137,296.55389221556885,237.8463721906835,281.99599502294114,367.74760867874636,501.4842911579439,492.0496539388755
labeled-data,ch01_20170509100000-defishr,img13235.png,558.596041682868,74.34998833501822,580.992806594603,134.8212535967026,606.7490862430982,95.62691500116637,441.0130258962594,144.89979780698343,414.13690800217745,114.66416517614118,451.09157010654013,176.25526868341234,290.95470098763514,225.5281514892293,301.03324519791585,427.0990356948441
labeled-data,ch01_20170509100000-defishr,img17396.png,377.18224589781477,237.8463721906835,317.8308188817171,283.7597402597402,410.7773932654173,298.317637452368,294.3142157243953,149.37915078933037,350.3061280037328,146.01963605257015,246.16117116416513,160.5775332451979,398.459172563963,72.11031184384456,636.9847188739404,129.2220623687689
labeled-data,ch01_20170509100000-defishr,img21447.png,673.9393809783032,403.5824325375223,729.9312932576406,446.13628586981883,782.5636908002177,390.14437359048134,598.910218523991,490.9298156932888,573.1539388754959,457.33466832568627,612.3482774710319,531.2439925344117,411.897231511004,496.5290069212225,296.55389221556885,320.71440236410297
